background, person, image, K, BER, SNR
1, 2, 4, 32, 0.09889533664266238, 1
1, 2, 4, 32, 0.039041925936283764, 2
1, 2, 4, 32, 0.01086019250040784, 3
1, 2, 4, 32, 0.0011769092731128668, 4
1, 2, 4, 32, 8.156796942366404e-05, 5
1, 2, 4, 32, 0.0, 6
1, 2, 4, 32, 0.0, 7
1, 2, 4, 64, 0.12054580624111491, 1
1, 2, 4, 64, 0.03469551842270852, 2
1, 2, 4, 64, 0.0061991656761984665, 3
1, 2, 4, 64, 0.0010195996177958004, 4
1, 2, 4, 64, 0.0, 5
1, 2, 4, 64, 0.0, 6
1, 2, 4, 64, 0.0, 7
1, 2, 4, 128, 0.13763429583537254, 1
1, 2, 4, 128, 0.030127712134983338, 2
1, 2, 4, 128, 0.003880304831154303, 3
1, 2, 4, 128, 0.0, 4
1, 2, 4, 128, 0.0, 5
1, 2, 4, 128, 0.0, 6
1, 2, 4, 128, 0.0, 7
1, 2, 5, 1, 0.05684268446528107, 1
1, 2, 5, 1, 0.03737843230233786, 2
1, 2, 5, 1, 0.022544265404539722, 3
1, 2, 5, 1, 0.012275317843051293, 4
1, 2, 5, 1, 0.005913983304851971, 5
1, 2, 5, 1, 0.0025185874437455825, 6
1, 2, 5, 1, 0.0007179987295224973, 7
1, 2, 5, 2, 0.08079386949869821, 1
1, 2, 5, 2, 0.05500407089622346, 2
1, 2, 5, 2, 0.03331648310354392, 3
1, 2, 5, 2, 0.01826087734523884, 4
1, 2, 5, 2, 0.008886632250445115, 5
1, 2, 5, 2, 0.003630255258613748, 6
1, 2, 5, 2, 0.0011720602313700578, 7
1, 2, 5, 4, 0.06076819153790407, 1
1, 2, 5, 4, 0.03351555440238349, 2
1, 2, 5, 4, 0.015357567840814537, 3
1, 2, 5, 4, 0.006057135699523123, 4
1, 2, 5, 4, 0.0016104644400504612, 5
1, 2, 5, 4, 0.000279594520842094, 6
1, 2, 5, 4, 4.4735123334735035e-05, 7
1, 2, 5, 8, 0.08045388256135422, 1
1, 2, 5, 8, 0.04357201012803192, 2
1, 2, 5, 8, 0.018786515044421977, 3
1, 2, 5, 8, 0.006842237114047724, 4
1, 2, 5, 8, 0.00166638334421888, 5
1, 2, 5, 8, 0.0004585350141810341, 6
1, 2, 5, 8, 5.368214800168204e-05, 7
1, 2, 5, 16, 0.08462990632465174, 1
1, 2, 5, 16, 0.03622873963263517, 2
1, 2, 5, 16, 0.011874938489205416, 3
1, 2, 5, 16, 0.0028697581619232526, 4
1, 2, 5, 16, 0.0004719555511814546, 5
1, 2, 5, 16, 3.578809866778803e-05, 6
1, 2, 5, 16, 0.0, 7
1, 2, 5, 32, 0.10374969803791749, 1
1, 2, 5, 32, 0.03861759521871002, 2
1, 2, 5, 32, 0.008866501444944483, 3
1, 2, 5, 32, 0.0012100850862045826, 4
1, 2, 5, 32, 0.00012302158917052133, 5
1, 2, 5, 32, 0.0, 6
1, 2, 5, 32, 0.0, 7
1, 2, 5, 64, 0.12132612799613489, 1
1, 2, 5, 64, 0.03364975977238769, 2
1, 2, 5, 64, 0.005681360663511349, 3
1, 2, 5, 64, 0.0004920863566820853, 4
1, 2, 5, 64, 0.00011183780833683759, 5
1, 2, 5, 64, 0.0, 6
1, 2, 5, 64, 0.0, 7
1, 2, 5, 128, 0.13947069402070342, 1
1, 2, 5, 128, 0.030451198453954137, 2
1, 2, 5, 128, 0.0031873775375998712, 3
1, 2, 5, 128, 3.578809866778803e-05, 4
1, 2, 5, 128, 0.0, 5
1, 2, 5, 128, 0.0, 6
1, 2, 5, 128, 0.0, 7
1, 3, 0, 1, 0.05611617031749939, 1
1, 3, 0, 1, 0.03747817118479191, 2
1, 3, 0, 1, 0.023000832132015987, 3
1, 3, 0, 1, 0.01271931366688935, 4
1, 3, 0, 1, 0.005871804788861151, 5
1, 3, 0, 1, 0.0022737128324133, 6
1, 3, 0, 1, 0.0007940414659587684, 7
1, 3, 0, 2, 0.08198844391313011, 1
1, 3, 0, 2, 0.054645289077974286, 2
1, 3, 0, 2, 0.034006071047665926, 3
1, 3, 0, 2, 0.01874055061355086, 4
1, 3, 0, 2, 0.00940250577218335, 5
1, 3, 0, 2, 0.003653762760334259, 6
1, 3, 0, 2, 0.0011720169239243816, 7
1, 3, 0, 4, 0.06072805691314183, 1
1, 3, 0, 4, 0.033587074997362965, 2
1, 3, 0, 4, 0.014913915356937753, 3
1, 3, 0, 4, 0.005813203942664932, 4
1, 3, 0, 4, 0.0016818442858314874, 5
1, 3, 0, 4, 0.00037504541565580205, 6
1, 3, 0, 4, 3.8090550027542395e-05, 7
1, 3, 0, 8, 0.08184780188225918, 1
1, 3, 0, 8, 0.04383636299708168, 2
1, 3, 0, 8, 0.020059069652965788, 3
1, 3, 0, 8, 0.0069998710781383686, 4
1, 3, 0, 8, 0.0019308978821654184, 5
1, 3, 0, 8, 0.0003252346963890159, 6
1, 3, 0, 8, 4.6880676956975257e-05, 7
1, 3, 0, 16, 0.08630732627779145, 1
1, 3, 0, 16, 0.03902230348206228, 2
1, 3, 0, 16, 0.012016103512534721, 3
1, 3, 0, 16, 0.0029388324367403866, 4
1, 3, 0, 16, 0.0006709796889467084, 5
1, 3, 0, 16, 0.0, 6
1, 3, 0, 16, 0.0, 7
1, 3, 0, 32, 0.10241083881251245, 1
1, 3, 0, 32, 0.03747231110017229, 2
1, 3, 0, 32, 0.009572448226152386, 3
1, 3, 0, 32, 0.0012569881509088992, 4
1, 3, 0, 32, 0.00012306177701206005, 5
1, 3, 0, 32, 0.0, 6
1, 3, 0, 32, 0.0, 7
1, 3, 0, 64, 0.11733061425406983, 1
1, 3, 0, 64, 0.035166367802351065, 2
1, 3, 0, 64, 0.006047607327449809, 3
1, 3, 0, 64, 0.0004043458387539116, 4
1, 3, 0, 64, 2.3440338478487628e-05, 5
1, 3, 0, 64, 0.0, 6
1, 3, 0, 64, 0.0, 7
1, 3, 0, 128, 0.14588094652086775, 1
1, 3, 0, 128, 0.029423484875121596, 2
1, 3, 0, 128, 0.0015558524665096165, 3
1, 3, 0, 128, 5.274076157659717e-05, 4
1, 3, 0, 128, 0.0, 5
1, 3, 0, 128, 0.0, 6
1, 3, 0, 128, 0.0, 7
1, 3, 1, 1, 0.05600099575765748, 1
1, 3, 1, 1, 0.0378828740055389, 2
1, 3, 1, 1, 0.022306008775114357, 3
1, 3, 1, 1, 0.012281011108921366, 4
1, 3, 1, 1, 0.005896752377890031, 5
1, 3, 1, 1, 0.0022248960159321225, 6
1, 3, 1, 1, 0.0007701563132072732, 7
1, 3, 1, 2, 0.0817973425717516, 1
1, 3, 1, 2, 0.0542558267381676, 2
1, 3, 1, 2, 0.03374425624163719, 3
1, 3, 1, 2, 0.018771587714839902, 4
1, 3, 1, 2, 0.008375774045991557, 5
1, 3, 1, 2, 0.003542200416973519, 6
1, 3, 1, 2, 0.0011591241481604415, 7
1, 3, 1, 4, 0.06010849609476294, 1
1, 3, 1, 4, 0.033694986982543126, 2
1, 3, 1, 4, 0.015203456108869504, 3
1, 3, 1, 4, 0.005445549689344356, 4
1, 3, 1, 4, 0.001716644711593316, 5
1, 3, 1, 4, 0.00030858114906284686, 6
1, 3, 1, 4, 7.001421029157029e-05, 7
1, 3, 1, 8, 0.08081714362766962, 1
1, 3, 1, 8, 0.0430431806159176, 2
1, 3, 1, 8, 0.020324865935752886, 3
1, 3, 1, 8, 0.006736922901388874, 4
1, 3, 1, 8, 0.001778879565185823, 5
1, 3, 1, 8, 0.00039415407275254387, 6
1, 3, 1, 8, 4.667614019438019e-05, 7
1, 3, 1, 16, 0.08486759534898194, 1
1, 3, 1, 16, 0.03664077005258845, 2
1, 3, 1, 16, 0.011640510740698483, 3
1, 3, 1, 16, 0.0028498376707568798, 4
1, 3, 1, 16, 0.00048750635314130425, 5
1, 3, 1, 16, 2.0744951197502308e-05, 6
1, 3, 1, 16, 0.0, 7
1, 3, 1, 32, 0.10208590484290886, 1
1, 3, 1, 32, 0.03806698544741673, 2
1, 3, 1, 32, 0.008518395585474386, 3
1, 3, 1, 32, 0.0012784076175460797, 4
1, 3, 1, 32, 0.00010631787488719933, 5
1, 3, 1, 32, 1.815183229781452e-05, 6
1, 3, 1, 32, 0.0, 7
1, 3, 1, 64, 0.11815805578317377, 1
1, 3, 1, 64, 0.03457405428953728, 2
1, 3, 1, 64, 0.0050954786378865045, 3
1, 3, 1, 64, 0.0004252714995487973, 4
1, 3, 1, 64, 0.0, 5
1, 3, 1, 64, 0.0, 6
1, 3, 1, 64, 0.0, 7
1, 3, 1, 128, 0.1462026366832972, 1
1, 3, 1, 128, 0.031117426796253463, 2
1, 3, 1, 128, 0.002393448744411829, 3
1, 3, 1, 128, 1.0372475598751154e-05, 4
1, 3, 1, 128, 0.0, 5
1, 3, 1, 128, 0.0, 6
1, 3, 1, 128, 0.0, 7
1, 3, 2, 1, 0.056600912175065715, 1
1, 3, 2, 1, 0.03704119766039827, 2
1, 3, 2, 1, 0.023122664330060588, 3
1, 3, 2, 1, 0.012559257678222382, 4
1, 3, 2, 1, 0.006017509567353419, 5
1, 3, 2, 1, 0.0024676657155481663, 6
1, 3, 2, 1, 0.0006946160701580954, 7
1, 3, 2, 2, 0.08107536303519139, 1
1, 3, 2, 2, 0.05540452492754275, 2
1, 3, 2, 2, 0.03340335662450291, 3
1, 3, 2, 2, 0.018631063380439912, 4
1, 3, 2, 2, 0.008923288922839575, 5
1, 3, 2, 2, 0.003506781400016476, 6
1, 3, 2, 2, 0.001160813917784418, 7
1, 3, 2, 4, 0.060721801583200403, 1
1, 3, 2, 4, 0.03263384933384259, 2
1, 3, 2, 4, 0.015590479828049758, 3
1, 3, 2, 4, 0.005538205756139208, 4
1, 3, 2, 4, 0.001726242632576183, 5
1, 3, 2, 4, 0.0003688392609734361, 6
1, 3, 2, 4, 3.744561025111026e-05, 7
1, 3, 2, 8, 0.08075333078703184, 1
1, 3, 2, 8, 0.043083046874414915, 2
1, 3, 2, 8, 0.01878084582144435, 3
1, 3, 2, 8, 0.007187684887700615, 4
1, 3, 2, 8, 0.002003340148434399, 5
1, 3, 2, 8, 0.0003444996143102144, 6
1, 3, 2, 8, 7.489122050222053e-05, 7
1, 3, 2, 16, 0.08575606431658017, 1
1, 3, 2, 16, 0.03762160461929048, 2
1, 3, 2, 16, 0.011331041661985966, 3
1, 3, 2, 16, 0.0029113961970238227, 4
1, 3, 2, 16, 0.0004381136399379901, 5
1, 3, 2, 16, 2.433964666322167e-05, 6
1, 3, 2, 16, 0.0, 7
1, 3, 2, 32, 0.10260471664906723, 1
1, 3, 2, 32, 0.03846974769147813, 2
1, 3, 2, 32, 0.009333318355089232, 3
1, 3, 2, 32, 0.0015558651059336315, 4
1, 3, 2, 32, 0.00017973892920532925, 5
1, 3, 2, 32, 2.6211927175777185e-05, 6
1, 3, 2, 32, 0.0, 7
1, 3, 2, 64, 0.11912571989185708, 1
1, 3, 2, 64, 0.03379466325162701, 2
1, 3, 2, 64, 0.005304170692069769, 3
1, 3, 2, 64, 0.0004568364450635452, 4
1, 3, 2, 64, 0.0, 5
1, 3, 2, 64, 0.0, 6
1, 3, 2, 64, 0.0, 7
1, 3, 2, 128, 0.1443341047129045, 1
1, 3, 2, 128, 0.0319223827390715, 2
1, 3, 2, 128, 0.0027129344626929384, 3
1, 3, 2, 128, 4.493473230133231e-05, 4
1, 3, 2, 128, 0.0, 5
1, 3, 2, 128, 0.0, 6
1, 3, 2, 128, 0.0, 7
1, 3, 3, 1, 0.056950614300849425, 1
1, 3, 3, 1, 0.03682087693537295, 2
1, 3, 3, 1, 0.023108306537053213, 3
1, 3, 3, 1, 0.012523001431200163, 4
1, 3, 3, 1, 0.0059199643129309865, 5
1, 3, 3, 1, 0.002467426256017546, 6
1, 3, 3, 1, 0.0007853013884500288, 7
1, 3, 3, 2, 0.08148547424769056, 1
1, 3, 3, 2, 0.05555194141372837, 2
1, 3, 3, 2, 0.03371684541179532, 3
1, 3, 3, 2, 0.01844296574413115, 4
1, 3, 3, 2, 0.008610434750283452, 5
1, 3, 3, 2, 0.003503652348469359, 6
1, 3, 3, 2, 0.0011477481831192729, 7
1, 3, 3, 4, 0.05984554190442557, 1
1, 3, 3, 4, 0.03276890764112191, 2
1, 3, 3, 4, 0.015143770561885466, 3
1, 3, 3, 4, 0.005915317559153176, 4
1, 3, 3, 4, 0.0015194884853441386, 5
1, 3, 3, 4, 0.00025557145777959517, 6
1, 3, 3, 4, 1.8587015111243284e-05, 7
1, 3, 3, 8, 0.07890187914722775, 1
1, 3, 3, 8, 0.04406981282875783, 2
1, 3, 3, 8, 0.019646474972584153, 3
1, 3, 3, 8, 0.00684931506849315, 4
1, 3, 3, 8, 0.0017936469582349771, 5
1, 3, 3, 8, 0.00023698444266835188, 6
1, 3, 3, 8, 0.0, 7
1, 3, 3, 16, 0.08509600193304957, 1
1, 3, 3, 16, 0.03875857326072006, 2
1, 3, 3, 16, 0.012694931320979165, 3
1, 3, 3, 16, 0.0028298730506867904, 4
1, 3, 3, 16, 0.0005529636995594878, 5
1, 3, 3, 16, 6.040779911154068e-05, 6
1, 3, 3, 16, 0.0, 7
1, 3, 3, 32, 0.09996096726826639, 1
1, 3, 3, 32, 0.03744818869537741, 2
1, 3, 3, 32, 0.007629969703165368, 3
1, 3, 3, 32, 0.0009293507555621643, 4
1, 3, 3, 32, 7.434806044497314e-05, 5
1, 3, 3, 32, 0.0, 6
1, 3, 3, 32, 0.0, 7
1, 3, 3, 64, 0.1268470846266798, 1
1, 3, 3, 64, 0.032736380364677235, 2
1, 3, 3, 64, 0.006119774725376852, 3
1, 3, 3, 64, 0.0005576104533372985, 4
1, 3, 3, 64, 0.0, 5
1, 3, 3, 64, 0.0, 6
1, 3, 3, 64, 0.0, 7
1, 3, 3, 128, 0.14143324473522798, 1
1, 3, 3, 128, 0.032164829650006506, 2
1, 3, 3, 128, 0.002867047080909277, 3
1, 3, 3, 128, 0.00012081559822308136, 4
1, 3, 3, 128, 0.0, 5
1, 3, 3, 128, 0.0, 6
1, 3, 3, 128, 0.0, 7
1, 3, 4, 1, 0.056627390329895014, 1
1, 3, 4, 1, 0.03742283444958518, 2
1, 3, 4, 1, 0.023231581844633472, 3
1, 3, 4, 1, 0.012228527989304953, 4
1, 3, 4, 1, 0.005986473911162955, 5
1, 3, 4, 1, 0.0024411182615305975, 6
1, 3, 4, 1, 0.0007470804880925856, 7
1, 3, 4, 2, 0.08092061286813373, 1
1, 3, 4, 2, 0.05466794238305569, 2
1, 3, 4, 2, 0.03356619526324757, 3
1, 3, 4, 2, 0.018500072086713764, 4
1, 3, 4, 2, 0.009043605908489193, 5
1, 3, 4, 2, 0.003833702504685636, 6
1, 3, 4, 2, 0.0011435574137908437, 7
1, 3, 4, 4, 0.059668138983184134, 1
1, 3, 4, 4, 0.03402492889628688, 2
1, 3, 4, 4, 0.0158558003591229, 3
1, 3, 4, 4, 0.005907833859784788, 4
1, 3, 4, 4, 0.0015269276642594072, 5
1, 3, 4, 4, 0.00023264348532707707, 6
1, 3, 4, 4, 6.553337614847242e-05, 7
1, 3, 4, 8, 0.08155956328558135, 1
1, 3, 4, 8, 0.0431832182130359, 2
1, 3, 4, 8, 0.019532222761052202, 3
1, 3, 4, 8, 0.0070874346304572915, 4
1, 3, 4, 8, 0.0016743777605934703, 5
1, 3, 4, 8, 0.0003407735559720566, 6
1, 3, 4, 8, 8.847005780043776e-05, 7
1, 3, 4, 16, 0.08530479573246655, 1
1, 3, 4, 16, 0.03679043736975241, 2
1, 3, 4, 16, 0.012025374523244689, 3
1, 3, 4, 16, 0.0028048284991546196, 4
1, 3, 4, 16, 0.0005111603339580849, 5
1, 3, 4, 16, 1.3106675229694484e-05, 6
1, 3, 4, 16, 0.0, 7
1, 3, 4, 32, 0.10171107645123662, 1
1, 3, 4, 32, 0.03625961702294979, 2
1, 3, 4, 32, 0.00855210558737565, 3
1, 3, 4, 32, 0.0009862773110345098, 4
1, 3, 4, 32, 0.00019004679083057, 5
1, 3, 4, 32, 0.0, 6
1, 3, 4, 32, 0.0, 7
1, 3, 4, 64, 0.12081405559851632, 1
1, 3, 4, 64, 0.03363172863939604, 2
1, 3, 4, 64, 0.006038900612081733, 3
1, 3, 4, 64, 0.00038337025046856365, 4
1, 3, 4, 64, 0.0, 5
1, 3, 4, 64, 0.0, 6
1, 3, 4, 64, 0.0, 7
1, 3, 4, 128, 0.15137882223416385, 1
1, 3, 4, 128, 0.03236038114211568, 2
1, 3, 4, 128, 0.0032144121000825723, 3
1, 3, 4, 128, 0.0, 4
1, 3, 4, 128, 0.0, 5
1, 3, 4, 128, 0.0, 6
1, 3, 4, 128, 0.0, 7
1, 3, 5, 1, 0.0558249480186374, 1
1, 3, 5, 1, 0.03728239918651065, 2
1, 3, 5, 1, 0.02293250770234789, 3
1, 3, 5, 1, 0.012460349982546404, 4
1, 3, 5, 1, 0.00582798342667213, 5
1, 3, 5, 1, 0.002420737907693242, 6
1, 3, 5, 1, 0.000781617568941705, 7
1, 3, 5, 2, 0.08045728422043133, 1
1, 3, 5, 2, 0.05465252166522485, 2
1, 3, 5, 2, 0.03457709177556193, 3
1, 3, 5, 2, 0.0188081470351652, 4
1, 3, 5, 2, 0.008878568501570823, 5
1, 3, 5, 2, 0.0033693029185448255, 6
1, 3, 5, 2, 0.0010889526324576182, 7
1, 3, 5, 4, 0.059831686624474495, 1
1, 3, 5, 4, 0.03337051708175871, 2
1, 3, 5, 4, 0.01484693954984899, 3
1, 3, 5, 4, 0.0060708160694501355, 4
1, 3, 5, 4, 0.001551852357753191, 5
1, 3, 5, 4, 0.0003035408034725068, 6
1, 3, 5, 4, 4.932538056428235e-05, 7
1, 3, 5, 8, 0.0800209443154396, 1
1, 3, 5, 8, 0.04329630135530969, 2
1, 3, 5, 8, 0.01979465464645085, 3
1, 3, 5, 8, 0.0068676106785654665, 4
1, 3, 5, 8, 0.0016808571992290064, 5
1, 3, 5, 8, 0.0003035408034725068, 6
1, 3, 5, 8, 6.450242073790769e-05, 7
1, 3, 5, 16, 0.08602725796415184, 1
1, 3, 5, 16, 0.03734690160724855, 2
1, 3, 5, 16, 0.012612120384282657, 3
1, 3, 5, 16, 0.002420737907693242, 4
1, 3, 5, 16, 0.0004249571248615095, 5
1, 3, 5, 16, 0.0, 6
1, 3, 5, 16, 0.0, 7
1, 3, 5, 32, 0.10148507338098924, 1
1, 3, 5, 32, 0.039228854588778096, 2
1, 3, 5, 32, 0.009113812624262016, 3
1, 3, 5, 32, 0.0016618858990119748, 4
1, 3, 5, 32, 0.00017074170195328507, 5
1, 3, 5, 32, 0.0, 6
1, 3, 5, 32, 0.0, 7
1, 3, 5, 64, 0.12072576606110276, 1
1, 3, 5, 64, 0.032478865971558225, 2
1, 3, 5, 64, 0.005702772845239721, 3
1, 3, 5, 64, 0.0006146701270318262, 4
1, 3, 5, 64, 0.0, 5
1, 3, 5, 64, 0.0, 6
1, 3, 5, 64, 0.0, 7
1, 3, 5, 128, 0.1551852357753191, 1
1, 3, 5, 128, 0.030904248053544598, 2
1, 3, 5, 128, 0.0031530300960706643, 3
1, 3, 5, 128, 0.0, 4
1, 3, 5, 128, 0.0, 5
1, 3, 5, 128, 0.0, 6
1, 3, 5, 128, 0.0, 7
2, 1, 0, 1, 0.05691252556852364, 1
2, 1, 0, 1, 0.036648217222155374, 2
2, 1, 0, 1, 0.022530381422211528, 3
2, 1, 0, 1, 0.012563670637307985, 4
2, 1, 0, 1, 0.005685236433642161, 5
2, 1, 0, 1, 0.0025167448762683994, 6
2, 1, 0, 1, 0.0008422572494284683, 7
2, 1, 0, 2, 0.08270164039626199, 1
2, 1, 0, 2, 0.05505755424537761, 2
2, 1, 0, 2, 0.0325572534392171, 3
2, 1, 0, 2, 0.01857979384751133, 4
2, 1, 0, 2, 0.009044238559339028, 5
2, 1, 0, 2, 0.004050856294870253, 6
2, 1, 0, 2, 0.0011129827938876188, 7
2, 1, 0, 4, 0.06129426863995508, 1
2, 1, 0, 4, 0.03390085428949585, 2
2, 1, 0, 4, 0.014889904945253279, 3
2, 1, 0, 4, 0.005905827618016284, 4
2, 1, 0, 4, 0.0019051056832310592, 5
2, 1, 0, 4, 0.0003509405205951951, 6
2, 1, 0, 4, 4.01074880680223e-05, 7
2, 1, 0, 8, 0.08199975935507159, 1
2, 1, 0, 8, 0.043406328961617134, 2
2, 1, 0, 8, 0.0178077247022019, 3
2, 1, 0, 8, 0.005695263305659166, 4
2, 1, 0, 8, 0.0017246219869249588, 5
2, 1, 0, 8, 0.0003509405205951951, 6
2, 1, 0, 8, 5.0134360085027874e-05, 7
2, 1, 0, 16, 0.08862752175831227, 1
2, 1, 0, 16, 0.035314643243893634, 2
2, 1, 0, 16, 0.011571010307624434, 3
2, 1, 0, 16, 0.0031484378133397506, 4
2, 1, 0, 16, 0.0003910480086632174, 5
2, 1, 0, 16, 6.016123210203345e-05, 6
2, 1, 0, 16, 0.0, 7
2, 1, 0, 32, 0.10374804475995668, 1
2, 1, 0, 32, 0.037259856415192714, 2
2, 1, 0, 32, 0.007159186620141981, 3
2, 1, 0, 32, 0.0019251594272650704, 4
2, 1, 0, 32, 0.0, 5
2, 1, 0, 32, 0.0, 6
2, 1, 0, 32, 0.0, 7
2, 1, 0, 64, 0.12100429150122329, 1
2, 1, 0, 64, 0.031173545100870333, 2
2, 1, 0, 64, 0.005835639513897244, 3
2, 1, 0, 64, 0.0002807524164761561, 4
2, 1, 0, 64, 2.005374403401115e-05, 5
2, 1, 0, 64, 0.0, 6
2, 1, 0, 64, 0.0, 7
2, 1, 0, 128, 0.1422712870492921, 1
2, 1, 0, 128, 0.027884731079292503, 2
2, 1, 0, 128, 0.003970641318734208, 3
2, 1, 0, 128, 0.0, 4
2, 1, 0, 128, 0.0, 5
2, 1, 0, 128, 0.0, 6
2, 1, 0, 128, 0.0, 7
2, 1, 1, 1, 0.05615775613938392, 1
2, 1, 1, 1, 0.037142507195786635, 2
2, 1, 1, 1, 0.022230387653867353, 3
2, 1, 1, 1, 0.012584971523057138, 4
2, 1, 1, 1, 0.006231245024190092, 5
2, 1, 1, 1, 0.002235286912854431, 6
2, 1, 1, 1, 0.0007195786637271113, 7
2, 1, 1, 2, 0.08284340743462551, 1
2, 1, 1, 2, 0.05487170065527589, 2
2, 1, 1, 2, 0.03556555820932084, 3
2, 1, 1, 2, 0.018862147100251088, 4
2, 1, 1, 2, 0.009492314287464021, 5
2, 1, 1, 2, 0.0034754118439586012, 6
2, 1, 1, 2, 0.001178884193765693, 7
2, 1, 1, 4, 0.06033743646273501, 1
2, 1, 1, 4, 0.031416498254638985, 2
2, 1, 1, 4, 0.015310184334619389, 3
2, 1, 1, 4, 0.005955661706166942, 4
2, 1, 1, 4, 0.001576948986465797, 5
2, 1, 1, 4, 0.0004899258987078204, 6
2, 1, 1, 4, 6.124073733847755e-05, 7
2, 1, 1, 8, 0.0788780696919591, 1
2, 1, 1, 8, 0.04231734950088799, 2
2, 1, 1, 8, 0.0199797905566783, 3
2, 1, 1, 8, 0.007685712535978933, 4
2, 1, 1, 8, 0.002051564700838998, 5
2, 1, 1, 8, 0.000275583318023149, 6
2, 1, 1, 8, 0.0, 7
2, 1, 1, 16, 0.08638006001592259, 1
2, 1, 1, 16, 0.03757119235715598, 2
2, 1, 1, 16, 0.01229407802069937, 3
2, 1, 1, 16, 0.003306999816277788, 4
2, 1, 1, 16, 0.0005358564517116786, 5
2, 1, 1, 16, 0.0001531018433461939, 6
2, 1, 1, 16, 0.0, 7
2, 1, 1, 32, 0.09749525384285627, 1
2, 1, 1, 32, 0.03435605364688591, 2
2, 1, 1, 32, 0.008160328250352135, 3
2, 1, 1, 32, 0.001531018433461939, 4
2, 1, 1, 32, 0.0, 5
2, 1, 1, 32, 0.0, 6
2, 1, 1, 32, 0.0, 7
2, 1, 1, 64, 0.12730418274236022, 1
2, 1, 1, 64, 0.03383550737950885, 2
2, 1, 1, 64, 0.00803784677567518, 3
2, 1, 1, 64, 0.0001684120276808133, 4
2, 1, 1, 64, 0.0, 5
2, 1, 1, 64, 0.0, 6
2, 1, 1, 64, 0.0, 7
2, 1, 1, 128, 0.14414538551044154, 1
2, 1, 1, 128, 0.03189111396901219, 2
2, 1, 1, 128, 0.003781615530650989, 3
2, 1, 1, 128, 3.0620368669238775e-05, 4
2, 1, 1, 128, 0.0, 5
2, 1, 1, 128, 0.0, 6
2, 1, 1, 128, 0.0, 7
2, 1, 2, 1, 0.05690072639225181, 1
2, 1, 2, 1, 0.038942695722356736, 2
2, 1, 2, 1, 0.02398247434567047, 3
2, 1, 2, 1, 0.012884814942926323, 4
2, 1, 2, 1, 0.006283869479995388, 5
2, 1, 2, 1, 0.0025077827741265997, 6
2, 1, 2, 1, 0.0006053268765133172, 7
2, 1, 2, 2, 0.07929782082324455, 1
2, 1, 2, 2, 0.055200046120142975, 2
2, 1, 2, 2, 0.033206502940159116, 3
2, 1, 2, 2, 0.016920327453015103, 4
2, 1, 2, 2, 0.00954110457742419, 5
2, 1, 2, 2, 0.002767208578346593, 6
2, 1, 2, 2, 0.0010953533955955263, 7
2, 1, 2, 4, 0.0628098697105961, 1
2, 1, 2, 4, 0.03231292517006803, 2
2, 1, 2, 4, 0.013980168338521849, 3
2, 1, 2, 4, 0.004842615012106538, 4
2, 1, 2, 4, 0.0012106537530266344, 5
2, 1, 2, 4, 0.0003170759829355471, 6
2, 1, 2, 4, 0.0, 7
2, 1, 2, 8, 0.07947077135939122, 1
2, 1, 2, 8, 0.044880664130058805, 2
2, 1, 2, 8, 0.018966908797417272, 3
2, 1, 2, 8, 0.007840424305315346, 4
2, 1, 2, 8, 0.0019024558976132827, 5
2, 1, 2, 8, 0.0003459010722933241, 6
2, 1, 2, 8, 0.0, 7
2, 1, 2, 16, 0.08661939352011991, 1
2, 1, 2, 16, 0.03790499250547677, 2
2, 1, 2, 16, 0.013951343249164073, 3
2, 1, 2, 16, 0.003516660901648795, 4
2, 1, 2, 16, 0.0010953533955955263, 5
2, 1, 2, 16, 0.0, 6
2, 1, 2, 16, 0.0, 7
2, 1, 2, 32, 0.09512279488066414, 1
2, 1, 2, 32, 0.030525769629885853, 2
2, 1, 2, 32, 0.008993427879626427, 3
2, 1, 2, 32, 0.0020177562550443904, 4
2, 1, 2, 32, 0.0, 5
2, 1, 2, 32, 0.0, 6
2, 1, 2, 32, 0.0, 7
2, 1, 2, 64, 0.12515853799146778, 1
2, 1, 2, 64, 0.033465928744379106, 2
2, 1, 2, 64, 0.0057650178715554015, 3
2, 1, 2, 64, 0.0, 4
2, 1, 2, 64, 0.0, 5
2, 1, 2, 64, 0.0, 6
2, 1, 2, 64, 0.0, 7
2, 1, 2, 128, 0.13957108267035628, 1
2, 1, 2, 128, 0.02899803989392367, 2
2, 1, 2, 128, 0.0013836042891732965, 3
2, 1, 2, 128, 0.0, 4
2, 1, 2, 128, 0.0, 5
2, 1, 2, 128, 0.0, 6
2, 1, 2, 128, 0.0, 7
2, 1, 3, 1, 0.05593660209472611, 1
2, 1, 3, 1, 0.039276114561127076, 2
2, 1, 3, 1, 0.023936416720734082, 3
2, 1, 3, 1, 0.0129993511910279, 4
2, 1, 3, 1, 0.0056075632588747796, 5
2, 1, 3, 1, 0.0027110946334229307, 6
2, 1, 3, 1, 0.0008341829641301325, 7
2, 1, 3, 2, 0.0822365372138289, 1
2, 1, 3, 2, 0.05250718324219112, 2
2, 1, 3, 2, 0.035499119473537864, 3
2, 1, 3, 2, 0.01740198350171471, 4
2, 1, 3, 2, 0.008249142645286867, 5
2, 1, 3, 2, 0.003244044860506071, 6
2, 1, 3, 2, 0.000996385207155436, 7
2, 1, 3, 4, 0.06349059226990453, 1
2, 1, 3, 4, 0.030818426174807675, 2
